"","Crop","Acres","fips","name","state","Name","Demand","Avg_water_use"
"474","Corn",130003.7,"08095","Phillips County","CO","COLORADO",1.7,221006.29
"475","Winter Wheat",97974.4,"08095","Phillips County","CO","COLORADO",1.2,117569.28
"476","Millet",25506,"08095","Phillips County","CO","COLORADO",1.3,33157.8
"477","Alfalfa",3877.9,"08097","Pitkin County","CO","COLORADO",1.8,6980.22
"478","Winter Wheat",111240.7,"08099","Prowers County","CO","COLORADO",1.2,133488.84
"479","Alfalfa",57663.2,"08099","Prowers County","CO","COLORADO",1.8,103793.76
"480","Sorghum",42254.5,"08099","Prowers County","CO","COLORADO",1.3,54930.85
"481","Corn",39455.3,"08099","Prowers County","CO","COLORADO",1.7,67074.01
"482","Alfalfa",9651,"08101","Pueblo County","CO","COLORADO",1.8,17371.8
"483","Corn",6464.3,"08101","Pueblo County","CO","COLORADO",1.7,10989.31
"484","Sorghum",5430,"08101","Pueblo County","CO","COLORADO",1.3,7059
"485","Oats",3310.6,"08101","Pueblo County","CO","COLORADO",1.5,4965.9
"486","Dry Beans",2239.5,"08101","Pueblo County","CO","COLORADO",1.3,2911.35
"487","Winter Wheat",2191.3,"08101","Pueblo County","CO","COLORADO",1.2,2629.56
"488","Other Hay_Non Alfalfa",22776.3,"08103","Rio Blanco County","CO","COLORADO",1.4,31886.82
"489","Alfalfa",15720.4,"08103","Rio Blanco County","CO","COLORADO",1.8,28296.72
"490","Alfalfa",49960.3,"08105","Rio Grande County","CO","COLORADO",1.8,89928.54
"491","Barley",17499.1,"08105","Rio Grande County","CO","COLORADO",1.5,26248.65
"492","Other Hay_Non Alfalfa",7113.1,"08105","Rio Grande County","CO","COLORADO",1.4,9958.34
"493","Alfalfa",23863.8,"08107","Routt County","CO","COLORADO",1.8,42954.84
"494","Other Hay_Non Alfalfa",9193.8,"08107","Routt County","CO","COLORADO",1.4,12871.32
"495","Alfalfa",37275.8,"08109","Saguache County","CO","COLORADO",1.8,67096.44
"496","Barley",12666.3,"08109","Saguache County","CO","COLORADO",1.5,18999.45
"497","Other Hay_Non Alfalfa",4837.1,"08109","Saguache County","CO","COLORADO",1.4,6771.94
"498","Alfalfa",13.6,"08111","San Juan County","CO","COLORADO",1.8,24.48
"499","Triticale",1.6,"08111","San Juan County","CO","COLORADO",1.2,1.92
"500","Winter Wheat",1.1,"08111","San Juan County","CO","COLORADO",1.2,1.32
"501","Alfalfa",9901,"08113","San Miguel County","CO","COLORADO",1.8,17821.8
"502","Winter Wheat",1352.2,"08113","San Miguel County","CO","COLORADO",1.2,1622.64
"503","Winter Wheat",69582.2,"08115","Sedgwick County","CO","COLORADO",1.2,83498.64
"504","Corn",69438.1,"08115","Sedgwick County","CO","COLORADO",1.7,118044.77
"505","Millet",9317.2,"08115","Sedgwick County","CO","COLORADO",1.3,12112.36
"506","Other Hay_Non Alfalfa",401.4,"08117","Summit County","CO","COLORADO",1.4,561.96
"507","Other Hay_Non Alfalfa",300.5,"08119","Teller County","CO","COLORADO",1.4,420.7
"508","Alfalfa",32.9,"08119","Teller County","CO","COLORADO",1.8,59.22
"509","Oats",18.2,"08119","Teller County","CO","COLORADO",1.5,27.3
"510","Winter Wheat",262292.5,"08121","Washington County","CO","COLORADO",1.2,314751
"511","Corn",146604.8,"08121","Washington County","CO","COLORADO",1.7,249228.16
"512","Millet",90719,"08121","Washington County","CO","COLORADO",1.3,117934.7
"513","Corn",162763.7,"08123","Weld County","CO","COLORADO",1.7,276698.29
"514","Winter Wheat",136424.2,"08123","Weld County","CO","COLORADO",1.2,163709.04
"515","Alfalfa",120636.9,"08123","Weld County","CO","COLORADO",1.8,217146.42
"516","Other Hay_Non Alfalfa",53677.2,"08123","Weld County","CO","COLORADO",1.4,75148.08
"517","Corn",254709.3,"08125","Yuma County","CO","COLORADO",1.7,433005.81
"518","Winter Wheat",117338.8,"08125","Yuma County","CO","COLORADO",1.2,140806.56
"519","Alfalfa",19486.7,"08125","Yuma County","CO","COLORADO",1.8,35076.06
"520","Millet",15678.2,"08125","Yuma County","CO","COLORADO",1.3,20381.66
"521","Alfalfa",37721,"32001","Churchill County","NV","NEVADA",3.2,120707.2
"522","Corn",3721.6,"32001","Churchill County","NV","NEVADA",3.6,13397.76
"523","Other Hay_Non Alfalfa",2938.5,"32001","Churchill County","NV","NEVADA",2.5,7346.25
"524","Alfalfa",1711.3,"32003","Clark County","NV","NEVADA",3.2,5476.16
"525","Alfalfa",4307.8,"32005","Douglas County","NV","NEVADA",3.2,13784.96
"526","Other Hay_Non Alfalfa",2012.7,"32005","Douglas County","NV","NEVADA",2.5,5031.75
"527","Other Hay_Non Alfalfa",83556.6,"32007","Elko County","NV","NEVADA",2.5,208891.5
"528","Alfalfa",5455.8,"32009","Esmeralda County","NV","NEVADA",3.2,17458.56
"529","Alfalfa",16807.7,"32011","Eureka County","NV","NEVADA",3.2,53784.64
"530","Other Hay_Non Alfalfa",6106.7,"32011","Eureka County","NV","NEVADA",2.5,15266.75
"531","Alfalfa",88759.9,"32013","Humboldt County","NV","NEVADA",3.2,284031.68
"532","Other Hay_Non Alfalfa",44513.6,"32013","Humboldt County","NV","NEVADA",2.5,111284
"533","Alfalfa",28290.6,"32015","Lander County","NV","NEVADA",3.2,90529.92
"534","Other Hay_Non Alfalfa",4553.1,"32015","Lander County","NV","NEVADA",2.5,11382.75
"535","Alfalfa",626.3,"32017","Lincoln County","NV","NEVADA",3.2,2004.16
"536","Triticale",38,"32017","Lincoln County","NV","NEVADA",1.2,45.6
"537","Alfalfa",48874.3,"32019","Lyon County","NV","NEVADA",3.2,156397.76
"538","Other Hay_Non Alfalfa",6288.7,"32019","Lyon County","NV","NEVADA",2.5,15721.75
"539","Triticale",2960.3,"32019","Lyon County","NV","NEVADA",1.2,3552.36
"540","Corn",2525.5,"32019","Lyon County","NV","NEVADA",3.6,9091.8
"541","Alfalfa",1829.6,"32021","Mineral County","NV","NEVADA",3.2,5854.72
"542","Triticale",70.3,"32021","Mineral County","NV","NEVADA",1.2,84.36
"543","Alfalfa",4107.9,"32023","Nye County","NV","NEVADA",3.2,13145.28
"544","Other Hay_Non Alfalfa",1060.6,"32023","Nye County","NV","NEVADA",2.5,2651.5
"545","Alfalfa",37894.3,"32027","Pershing County","NV","NEVADA",3.2,121261.76
"546","Other Hay_Non Alfalfa",3206.9,"32027","Pershing County","NV","NEVADA",2.5,8017.25
"547","Corn",2438.6,"32027","Pershing County","NV","NEVADA",3.6,8778.96
"548","Winter Wheat",2369.6,"32027","Pershing County","NV","NEVADA",2.7,6397.92
"549","Alfalfa",24,"32029","Storey County","NV","NEVADA",3.2,76.8
"550","Other Hay_Non Alfalfa",4.7,"32029","Storey County","NV","NEVADA",2.5,11.75
"551","Alfalfa",3018.3,"32031","Washoe County","NV","NEVADA",3.2,9658.56
"552","Other Hay_Non Alfalfa",397.4,"32031","Washoe County","NV","NEVADA",2.5,993.5
"553","Alfalfa",11387.7,"32033","White Pine County","NV","NEVADA",3.2,36440.64
"554","Other Hay_Non Alfalfa",781,"32033","White Pine County","NV","NEVADA",2.5,1952.5
"555","Alfalfa",24.9,"32510","Carson City","NV","NEVADA",3.2,79.68
"556","Other Hay_Non Alfalfa",8.2,"32510","Carson City","NV","NEVADA",2.5,20.5
"557","Triticale",7.3,"32510","Carson City","NV","NEVADA",1.2,8.76
"558","Alfalfa",811.1,"35001","Bernalillo County","NM","NEW MEXICO",2.4,1946.64
"559","Other Hay_Non Alfalfa",64.5,"35001","Bernalillo County","NM","NEW MEXICO",1.2,77.4
"560","Alfalfa",107.6,"35003","Catron County","NM","NEW MEXICO",2.4,258.24
"561","Winter Wheat",8.7,"35003","Catron County","NM","NEW MEXICO",1.9,16.53
"562","Alfalfa",27473.3,"35005","Chaves County","NM","NEW MEXICO",2.4,65935.92
"563","Corn",6885.8,"35005","Chaves County","NM","NEW MEXICO",1.5,10328.7
"564","Dbl Crop WinWht_Corn",6673.6,"35005","Chaves County","NM","NEW MEXICO",NA,NA
"565","Pecans",3569,"35005","Chaves County","NM","NEW MEXICO",5,17845
"566","Other Hay_Non Alfalfa",1811.6,"35005","Chaves County","NM","NEW MEXICO",1.2,2173.92
"567","Alfalfa",13059.9,"35007","Colfax County","NM","NEW MEXICO",2.4,31343.76
"568","Other Hay_Non Alfalfa",5141.1,"35007","Colfax County","NM","NEW MEXICO",1.2,6169.32
"569","Winter Wheat",184293.6,"35009","Curry County","NM","NEW MEXICO",1.9,350157.84
"570","Sorghum",57319.8,"35009","Curry County","NM","NEW MEXICO",2.8,160495.44
"571","Corn",19051.4,"35009","Curry County","NM","NEW MEXICO",1.5,28577.1
"572","Dbl Crop WinWht_Sorghum",12153.6,"35009","Curry County","NM","NEW MEXICO",NA,NA
"573","Alfalfa",8120.3,"35011","De Baca County","NM","NEW MEXICO",2.4,19488.72
"574","Winter Wheat",3460.5,"35011","De Baca County","NM","NEW MEXICO",1.9,6574.95
"575","Pecans",33161.9,"35013","Do?a Ana County","NM","NEW MEXICO",5,165809.5
"576","Alfalfa",14997,"35013","Do?a Ana County","NM","NEW MEXICO",2.4,35992.8
"577","Cotton",11152.2,"35013","Do?a Ana County","NM","NEW MEXICO",1.4,15613.08
"578","Corn",4623.8,"35013","Do?a Ana County","NM","NEW MEXICO",1.5,6935.7
"579","Alfalfa",24783.2,"35015","Eddy County","NM","NEW MEXICO",2.4,59479.68
"580","Cotton",7474.2,"35015","Eddy County","NM","NEW MEXICO",1.4,10463.88
"581","Pecans",3389.5,"35015","Eddy County","NM","NEW MEXICO",5,16947.5
"582","Corn",1938.2,"35015","Eddy County","NM","NEW MEXICO",1.5,2907.3
"583","Alfalfa",1335.9,"35017","Grant County","NM","NEW MEXICO",2.4,3206.16
"584","Alfalfa",2549.3,"35019","Guadalupe County","NM","NEW MEXICO",2.4,6118.32
"585","Winter Wheat",2110.5,"35021","Harding County","NM","NEW MEXICO",1.9,4009.95
"586","Alfalfa",946.7,"35021","Harding County","NM","NEW MEXICO",2.4,2272.08
"587","Dbl Crop WinWht_Sorghum",211.9,"35021","Harding County","NM","NEW MEXICO",NA,NA
"588","Alfalfa",5592.3,"35023","Hidalgo County","NM","NEW MEXICO",2.4,13421.52
"589","Corn",2487.9,"35023","Hidalgo County","NM","NEW MEXICO",1.5,3731.85
"590","Cotton",1227.4,"35023","Hidalgo County","NM","NEW MEXICO",1.4,1718.36
"591","Barley",415.7,"35023","Hidalgo County","NM","NEW MEXICO",0.8,332.56
"592","Cotton",26507.2,"35025","Lea County","NM","NEW MEXICO",1.4,37110.08
"593","Winter Wheat",18577.5,"35025","Lea County","NM","NEW MEXICO",1.9,35297.25
"594","Corn",6349.4,"35025","Lea County","NM","NEW MEXICO",1.5,9524.1
"595","Alfalfa",6342,"35025","Lea County","NM","NEW MEXICO",2.4,15220.8
"596","Alfalfa",319.4,"35027","Lincoln County","NM","NEW MEXICO",2.4,766.56
"597","Pecans",27.1,"35027","Lincoln County","NM","NEW MEXICO",5,135.5
"598","Alfalfa",62,"35028","Los Alamos County","NM","NEW MEXICO",2.4,148.8
"599","Other Hay_Non Alfalfa",44.5,"35028","Los Alamos County","NM","NEW MEXICO",1.2,53.4
"600","Alfalfa",8407.4,"35029","Luna County","NM","NEW MEXICO",2.4,20177.76
"601","Cotton",4640.7,"35029","Luna County","NM","NEW MEXICO",1.4,6496.98
"602","Triticale",3712.2,"35029","Luna County","NM","NEW MEXICO",1.2,4454.64
"603","Pecans",1419.1,"35029","Luna County","NM","NEW MEXICO",5,7095.5
"604","Corn",1097.7,"35029","Luna County","NM","NEW MEXICO",1.5,1646.55
"605","Dry Beans",899.6,"35029","Luna County","NM","NEW MEXICO",1.9,1709.24
"606","Winter Wheat",887.8,"35029","Luna County","NM","NEW MEXICO",1.9,1686.82
"607","Winter Wheat",9.6,"35031","McKinley County","NM","NEW MEXICO",1.9,18.24
"608","Other Hay_Non Alfalfa",5827.2,"35033","Mora County","NM","NEW MEXICO",1.2,6992.64
"609","Alfalfa",3663.5,"35033","Mora County","NM","NEW MEXICO",2.4,8792.4
"610","Alfalfa",733.5,"35035","Otero County","NM","NEW MEXICO",2.4,1760.4
"611","Pecans",301.1,"35035","Otero County","NM","NEW MEXICO",5,1505.5
"612","Winter Wheat",119686.8,"35037","Quay County","NM","NEW MEXICO",1.9,227404.92
"613","Sorghum",20278.6,"35037","Quay County","NM","NEW MEXICO",2.8,56780.08
"614","Other Hay_Non Alfalfa",18126.7,"35039","Rio Arriba County","NM","NEW MEXICO",1.2,21752.04
"615","Alfalfa",12520.6,"35039","Rio Arriba County","NM","NEW MEXICO",2.4,30049.44
"616","Winter Wheat",112854.4,"35041","Roosevelt County","NM","NEW MEXICO",1.9,214423.36
"617","Other Hay_Non Alfalfa",58903.2,"35041","Roosevelt County","NM","NEW MEXICO",1.2,70683.84
"618","Sorghum",50935,"35041","Roosevelt County","NM","NEW MEXICO",2.8,142618
"619","Corn",24921.5,"35041","Roosevelt County","NM","NEW MEXICO",1.5,37382.25
"620","Dbl Crop WinWht_Sorghum",10489.5,"35041","Roosevelt County","NM","NEW MEXICO",NA,NA
"621","Alfalfa",4753.7,"35043","Sandoval County","NM","NEW MEXICO",2.4,11408.88
"622","Alfalfa",29025.2,"35045","San Juan County","NM","NEW MEXICO",2.4,69660.48
"623","Corn",13086.4,"35045","San Juan County","NM","NEW MEXICO",1.5,19629.6
"624","Dry Beans",10933.8,"35045","San Juan County","NM","NEW MEXICO",1.9,20774.22
"625","Winter Wheat",8199.5,"35045","San Juan County","NM","NEW MEXICO",1.9,15579.05
"626","Alfalfa",1940.6,"35047","San Miguel County","NM","NEW MEXICO",2.4,4657.44
"627","Other Hay_Non Alfalfa",787.3,"35047","San Miguel County","NM","NEW MEXICO",1.2,944.76
"628","Winter Wheat",560.2,"35047","San Miguel County","NM","NEW MEXICO",1.9,1064.38
"629","Corn",4560,"35049","Santa Fe County","NM","NEW MEXICO",1.5,6840
"630","Alfalfa",4074.9,"35049","Santa Fe County","NM","NEW MEXICO",2.4,9779.76
"631","Sorghum",819.7,"35049","Santa Fe County","NM","NEW MEXICO",2.8,2295.16
"632","Alfalfa",2173.9,"35051","Sierra County","NM","NEW MEXICO",2.4,5217.36
"633","Corn",1018.8,"35051","Sierra County","NM","NEW MEXICO",1.5,1528.2
"634","Pecans",512.2,"35051","Sierra County","NM","NEW MEXICO",5,2561
"635","Winter Wheat",258.4,"35051","Sierra County","NM","NEW MEXICO",1.9,490.96
"636","Alfalfa",5572.3,"35053","Socorro County","NM","NEW MEXICO",2.4,13373.52
"637","Alfalfa",10588.4,"35055","Taos County","NM","NEW MEXICO",2.4,25412.16
"638","Other Hay_Non Alfalfa",9597.9,"35055","Taos County","NM","NEW MEXICO",1.2,11517.48
"639","Alfalfa",12998.3,"35057","Torrance County","NM","NEW MEXICO",2.4,31195.92
"640","Corn",6215.3,"35057","Torrance County","NM","NEW MEXICO",1.5,9322.95
"641","Dry Beans",741,"35057","Torrance County","NM","NEW MEXICO",1.9,1407.9
"642","Winter Wheat",30859.7,"35059","Union County","NM","NEW MEXICO",1.9,58633.43
"643","Corn",16525.9,"35059","Union County","NM","NEW MEXICO",1.5,24788.85
"644","Sorghum",5504.9,"35059","Union County","NM","NEW MEXICO",2.8,15413.72
"645","Dbl Crop WinWht_Sorghum",3738.5,"35059","Union County","NM","NEW MEXICO",NA,NA
"646","Dbl Crop WinWht_Corn",3374.4,"35059","Union County","NM","NEW MEXICO",NA,NA
"647","Alfalfa",5613.5,"35061","Valencia County","NM","NEW MEXICO",2.4,13472.4
"648","Alfalfa",26849.3,"49001","Beaver County","UT","UTAH",2.1,56383.53
"649","Corn",2934.7,"49001","Beaver County","UT","UTAH",2.1,6162.87
"650","Alfalfa",84752.8,"49003","Box Elder County","UT","UTAH",2.1,177980.88
"651","Winter Wheat",67697.2,"49003","Box Elder County","UT","UTAH",1.4,94776.08
"652","Other Hay_Non Alfalfa",23294.1,"49003","Box Elder County","UT","UTAH",1.9,44258.79
"653","Corn",17274.5,"49003","Box Elder County","UT","UTAH",2.1,36276.45
"654","Alfalfa",77902.8,"49005","Cache County","UT","UTAH",2.1,163595.88
"655","Winter Wheat",23794,"49005","Cache County","UT","UTAH",1.4,33311.6
"656","Other Hay_Non Alfalfa",18197.9,"49005","Cache County","UT","UTAH",1.9,34576.01
"657","Corn",9065.7,"49005","Cache County","UT","UTAH",2.1,19037.97
"658","Barley",8431.9,"49005","Cache County","UT","UTAH",1.4,11804.66
"659","Alfalfa",9393.7,"49007","Carbon County","UT","UTAH",2.1,19726.77
"660","Other Hay_Non Alfalfa",3291.7,"49009","Daggett County","UT","UTAH",1.9,6254.23
"661","Alfalfa",557.5,"49009","Daggett County","UT","UTAH",2.1,1170.75
"662","Alfalfa",6819.3,"49011","Davis County","UT","UTAH",2.1,14320.53
"663","Winter Wheat",1735.8,"49011","Davis County","UT","UTAH",1.4,2430.12
"664","Corn",1326.8,"49011","Davis County","UT","UTAH",2.1,2786.28
"665","Other Hay_Non Alfalfa",1259,"49011","Davis County","UT","UTAH",1.9,2392.1
"666","Other Hay_Non Alfalfa",38625.1,"49013","Duchesne County","UT","UTAH",1.9,73387.69
"667","Alfalfa",27083,"49013","Duchesne County","UT","UTAH",2.1,56874.3
"668","Corn",6567.8,"49013","Duchesne County","UT","UTAH",2.1,13792.38
"669","Alfalfa",43414.3,"49015","Emery County","UT","UTAH",2.1,91170.03
"670","Alfalfa",15142.9,"49017","Garfield County","UT","UTAH",2.1,31800.09
"671","Alfalfa",8502.1,"49019","Grand County","UT","UTAH",2.1,17854.41
"672","Alfalfa",43709.2,"49021","Iron County","UT","UTAH",2.1,91789.32
"673","Corn",5272.1,"49021","Iron County","UT","UTAH",2.1,11071.41
"674","Alfalfa",20793.7,"49023","Juab County","UT","UTAH",2.1,43666.77
"675","Winter Wheat",3359.9,"49023","Juab County","UT","UTAH",1.4,4703.86
"676","Corn",1947.5,"49023","Juab County","UT","UTAH",2.1,4089.75
"677","Other Hay_Non Alfalfa",1673.7,"49023","Juab County","UT","UTAH",1.9,3180.03
"678","Alfalfa",2957.8,"49025","Kane County","UT","UTAH",2.1,6211.38
"679","Alfalfa",79716.5,"49027","Millard County","UT","UTAH",2.1,167404.65
"680","Corn",11001.4,"49027","Millard County","UT","UTAH",2.1,23102.94
"681","Other Hay_Non Alfalfa",9759.3,"49027","Millard County","UT","UTAH",1.9,18542.67
"682","Barley",3715.1,"49027","Millard County","UT","UTAH",1.4,5201.14
"683","Alfalfa",10411.2,"49029","Morgan County","UT","UTAH",2.1,21863.52
"684","Barley",1265.9,"49029","Morgan County","UT","UTAH",1.4,1772.26
"685","Alfalfa",11548.5,"49031","Piute County","UT","UTAH",2.1,24251.85
"686","Other Hay_Non Alfalfa",1132.4,"49031","Piute County","UT","UTAH",1.9,2151.56
"687","Alfalfa",9819.2,"49033","Rich County","UT","UTAH",2.1,20620.32
"688","Other Hay_Non Alfalfa",8997.2,"49033","Rich County","UT","UTAH",1.9,17094.68
"689","Winter Wheat",15073.5,"49035","Salt Lake County","UT","UTAH",1.4,21102.9
"690","Alfalfa",2866.7,"49035","Salt Lake County","UT","UTAH",2.1,6020.07
"691","Winter Wheat",39631.4,"49037","San Juan County","UT","UTAH",1.4,55483.96
"692","Alfalfa",5364.6,"49037","San Juan County","UT","UTAH",2.1,11265.66
"693","Alfalfa",52981.7,"49039","Sanpete County","UT","UTAH",2.1,111261.57
"694","Other Hay_Non Alfalfa",34581.5,"49039","Sanpete County","UT","UTAH",1.9,65704.85
"695","Corn",3294.3,"49039","Sanpete County","UT","UTAH",2.1,6918.03
"696","Alfalfa",33325.8,"49041","Sevier County","UT","UTAH",2.1,69984.18
"697","Corn",6753.5,"49041","Sevier County","UT","UTAH",2.1,14182.35
"698","Alfalfa",6945.8,"49043","Summit County","UT","UTAH",2.1,14586.18
"699","Other Hay_Non Alfalfa",1045.5,"49043","Summit County","UT","UTAH",1.9,1986.45
"700","Alfalfa",11363.9,"49045","Tooele County","UT","UTAH",2.1,23864.19
"701","Winter Wheat",1617.7,"49045","Tooele County","UT","UTAH",1.4,2264.78
"702","Other Hay_Non Alfalfa",1130,"49045","Tooele County","UT","UTAH",1.9,2147
"703","Alfalfa",31014.9,"49047","Uintah County","UT","UTAH",2.1,65131.29
"704","Other Hay_Non Alfalfa",13317.7,"49047","Uintah County","UT","UTAH",1.9,25303.63
"705","Corn",3706.9,"49047","Uintah County","UT","UTAH",2.1,7784.49
"706","Alfalfa",42014.1,"49049","Utah County","UT","UTAH",2.1,88229.61
"707","Winter Wheat",29341.4,"49049","Utah County","UT","UTAH",1.4,41077.96
"708","Corn",7839.6,"49049","Utah County","UT","UTAH",2.1,16463.16
"709","Other Hay_Non Alfalfa",3953.3,"49049","Utah County","UT","UTAH",1.9,7511.27
"710","Alfalfa",6127.9,"49051","Wasatch County","UT","UTAH",2.1,12868.59
"711","Alfalfa",7913.7,"49053","Washington County","UT","UTAH",2.1,16618.77
"712","Corn",686.5,"49053","Washington County","UT","UTAH",2.1,1441.65
"713","Alfalfa",13382.6,"49055","Wayne County","UT","UTAH",2.1,28103.46
"714","Alfalfa",18482.1,"49057","Weber County","UT","UTAH",2.1,38812.41
"715","Other Hay_Non Alfalfa",5616.8,"49057","Weber County","UT","UTAH",1.9,10671.92
"716","Corn",3773.6,"49057","Weber County","UT","UTAH",2.1,7924.56
"717","Winter Wheat",1814.5,"49057","Weber County","UT","UTAH",1.4,2540.3
